web-scraper-order,web-scraper-start-url,data001,data001-href,Nom,Prix,Adresse,Image-src
"1739056379-268","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3291944","Chiot Berger Allemand","100 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1739056381-269","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots Boerboels","https://sn.coinafrique.com/annonce/chiens/chiots-boerboels-3301357","Chiots Boerboels","450 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3874975_uploaded_image1_1662997342.jpg"
"1739056384-270","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots croisés husky golde","https://sn.coinafrique.com/annonce/chiens/chiots-croises-husky-golde-3303734","Chiots croisés husky golde","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3303734_uploaded_image1_1630254579.jpg"
"1739056386-271","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot bichon maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3303737","Chiot bichon maltais","165 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1739056389-272","https://sn.coinafrique.com/categorie/chiens?page=7","Bichon maltais","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-3304212","Bichon maltais","Prix sur demande","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_3412462_uploaded_image1_1635705551.jpg"
"1739056391-273","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-3309512","Chiots","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_5151738_uploaded_image1_1737744308.jpg"
"1739056394-274","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-3314578","Chiots","40 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739056396-275","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-3317614","Chiots","40 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739056399-276","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots malinois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-3328493","Chiots malinois","250 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3328493_uploaded_image1_1631307007.jpg"
"1739056401-277","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3328494","Chiots berger allemand","160 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3737750_uploaded_image1_1654966380.jpg"
"1739056404-278","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots cane corso","https://sn.coinafrique.com/annonce/chiens/chiots-cane-corso-3328496","Chiots cane corso","400 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3627009_uploaded_image1_1648504752.jpg"
"1739056406-279","https://sn.coinafrique.com/categorie/chiens?page=7","Chien Pembroke Welch Corgi","https://sn.coinafrique.com/annonce/chiens/chien-pembroke-welch-corgi-3338430","Chien Pembroke Welch Corgi","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_3338430_uploaded_image1_1631815367.jpg"
"1739056409-280","https://sn.coinafrique.com/categorie/chiens?page=7","Chien berger allemand","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-3338576","Chien berger allemand","109 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739056411-281","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots berger allemand  husky","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-husky-3344836","Chiots berger allemand  husky","120 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_3344836_uploaded_image1_1632174475.jpg"
"1739056414-282","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot","https://sn.coinafrique.com/annonce/chiens/chiot-3347884","Chiot","150 000 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4837526_uploaded_image1_1720683729.jpg"
"1739056416-283","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3348655","Chiots berger allemand","100 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3348655_uploaded_image1_1632345423.jpg"
"1739056419-284","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Bichon maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3358891","Chiot Bichon maltais","300 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1739056421-285","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots boerboels","https://sn.coinafrique.com/annonce/chiens/chiots-boerboels-3366238","Chiots boerboels","450 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_3874975_uploaded_image1_1662997342.jpg"
"1739056424-286","https://sn.coinafrique.com/categorie/chiens?page=7","Chien berger belge malinois","https://sn.coinafrique.com/annonce/chiens/chien-berger-belge-malinois-3366373","Chien berger belge malinois","300 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3366373_uploaded_image1_1633299895.jpg"
"1739056426-287","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot pitbull","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3367797","Chiot pitbull","300 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3367797_uploaded_image1_1633361188.jpg"
"1739056429-288","https://sn.coinafrique.com/categorie/chiens?page=7","Pitbull pur-sang","https://sn.coinafrique.com/annonce/chiens/pitbull-pur-sang-3368452","Pitbull pur-sang","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3368452_uploaded_image1_1633396286.jpg"
"1739056431-289","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot berger allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3368938","Chiot berger allemand","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1739056433-290","https://sn.coinafrique.com/categorie/chiens?page=7","Femelle berger","https://sn.coinafrique.com/annonce/chiens/femelle-berger-3376533","Femelle berger","220 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739056436-291","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3378644","Chiots berger allemand","175 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4837526_uploaded_image1_1720683729.jpg"
"1739056438-292","https://sn.coinafrique.com/categorie/chiens?page=7","Chiots berger allemand","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-3378709","Chiots berger allemand","175 CFA","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4837526_uploaded_image1_1720683729.jpg"
"1739056441-293","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3384914","Chiot labrador","115 000 CFA","Point E, Dakar, Sénégal","https://images.coinafrique.com/thumb_3384914_uploaded_image1_1634172104.jpg"
"1739056443-294","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot berger allemand pur-sang","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-pur-sang-3386631","Chiot berger allemand pur-sang","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4659440_uploaded_image1_1711400521.jpg"
"1739056446-295","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Shiba","https://sn.coinafrique.com/annonce/chiens/chiot-shiba-3391753","Chiot Shiba","12 000 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3391753_uploaded_image1_1634566270.jpg"
"1739056448-296","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3391757","Chiot Labrador","600 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4344699_uploaded_image1_1692644593.jpg"
"1739056451-297","https://sn.coinafrique.com/categorie/chiens?page=7","Chiot Cockers","https://sn.coinafrique.com/annonce/chiens/chiot-cockers-3392834","Chiot Cockers","300 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3392834_uploaded_image1_1634634800.jpg"
"1739056458-298","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots bergers allemands","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-3401220","Chiots bergers allemands","175 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4888701_uploaded_image1_1723387152.jpg"
"1739056460-299","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Cairn Terrier","https://sn.coinafrique.com/annonce/chiens/chiot-cairn-terrier-3403879","Chiot Cairn Terrier","75 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_3403879_uploaded_image1_1635228058.jpg"
"1739056463-300","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot bichon","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-3410404","Chiot bichon","170 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4955373_uploaded_image1_1726948506.jpg"
"1739056465-301","https://sn.coinafrique.com/categorie/chiens?page=6","Chien bichon maltais mâle","https://sn.coinafrique.com/annonce/chiens/chien-bichon-maltais-male-3412462","Chien bichon maltais mâle","200 000 CFA","Almadies, Dakar, Sénégal",""
"1739056468-302","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots","https://sn.coinafrique.com/annonce/chiens/chiots-3423235","Chiots","Prix sur demande","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159624_uploaded_image1_1738174976.jpg"
"1739056471-303","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot","https://sn.coinafrique.com/annonce/chiens/chiot-3424026","Chiot","100 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159624_uploaded_image1_1738174976.jpg"
"1739056474-304","https://sn.coinafrique.com/categorie/chiens?page=6","Chien pitbull mâle","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-male-3426533","Chien pitbull mâle","170 000 CFA","Dakar, Sénégal",""
"1739056476-305","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot bichon maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3428785","Chiot bichon maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739056478-306","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot pitbull","https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-3442911","Chiot pitbull","250 000 CFA","Hann Bel-Air, Dakar, Sénégal","https://images.coinafrique.com/thumb_3442911_uploaded_image1_1637185024.jpg"
"1739056481-307","https://sn.coinafrique.com/categorie/chiens?page=6","Chien Husky Siberien","https://sn.coinafrique.com/annonce/chiens/chien-husky-siberien-3443479","Chien Husky Siberien","350 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3443483_uploaded_image1_1637231939.jpg"
"1739056484-308","https://sn.coinafrique.com/categorie/chiens?page=6","Chien Husky Siberien","https://sn.coinafrique.com/annonce/chiens/chien-husky-siberien-3443483","Chien Husky Siberien","350 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3443483_uploaded_image1_1637231939.jpg"
"1739056487-309","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot labrador","https://sn.coinafrique.com/annonce/chiens/chiot-labrador-3449348","Chiot labrador","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3756515_uploaded_image1_1656067446.jpg"
"1739056489-310","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Berger Allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3450883","Chiot Berger Allemand","130 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1739056492-311","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot loup métissé","https://sn.coinafrique.com/annonce/chiens/chiot-loup-metisse-3459451","Chiot loup métissé","120 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3459451_uploaded_image1_1638229979.jpg"
"1739056495-312","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot berger allemand","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-3460832","Chiot berger allemand","165 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg"
"1739056498-313","https://sn.coinafrique.com/categorie/chiens?page=6","Chien Pittbull","https://sn.coinafrique.com/annonce/chiens/chien-pittbull-3474335","Chien Pittbull","350 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3474335_uploaded_image1_1638955282.jpg"
"1739056500-314","https://sn.coinafrique.com/categorie/chiens?page=6","Chien Husky","https://sn.coinafrique.com/annonce/chiens/chien-husky-3474340","Chien Husky","400 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3474340_uploaded_image1_1638955416.jpg"
"1739056503-315","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot bichons maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichons-maltais-3480182","Chiot bichons maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739056507-316","https://sn.coinafrique.com/categorie/chiens?page=6","Chien","https://sn.coinafrique.com/annonce/chiens/chien-3480830","Chien","350 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_4919921_uploaded_image1_1725115686.jpg"
"1739056510-317","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Carlin","https://sn.coinafrique.com/annonce/chiens/chiots-carlin-3482498","Chiots Carlin","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_4056315_uploaded_image1_1674120801.jpg"
"1739056512-318","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot Caniche","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-3486056","Chiot Caniche","250 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4404913_uploaded_image1_1696555140.jpg"
"1739056515-319","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots labrador mâle","https://sn.coinafrique.com/annonce/chiens/chiots-labrador-male-3489190","Chiots labrador mâle","260 000 CFA","Guediawaye, Dakar, Sénégal",""
"1739056518-320","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Bichons maltais","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-3489697","Chiots Bichons maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739056520-321","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Doberman","https://sn.coinafrique.com/annonce/chiens/chiots-doberman-3495193","Chiots Doberman","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3495193_uploaded_image1_1640255635.jpg"
"1739056523-322","https://sn.coinafrique.com/categorie/chiens?page=6","Chiots Pékinois","https://sn.coinafrique.com/annonce/chiens/chiots-pekinois-3498824","Chiots Pékinois","Prix sur demande","Fann-Point E-Amitié, Dakar, Sénégal","https://images.coinafrique.com/thumb_3498824_uploaded_image1_1640602505.jpg"
"1739056525-323","https://sn.coinafrique.com/categorie/chiens?page=6","Chiot bichon maltais","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-3499830","Chiot bichon maltais","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_5104979_uploaded_image2_1734994461.jpeg"
"1739056528-324","https://sn.coinafrique.com/categorie/chiens?page=6","Chien Pitbull","https://sn.coinafrique.com/annonce/chiens/chien-pitbull-3507395","Chien Pitbull","130 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3532010_uploaded_image1_1642671792.jpg"
